isbn;ean;title;publisher;date;seriesTitle;seriesNumber;authorSurname;AuthorName;type;totalCopies;numberCopiesAimeCesaire;numberCopiesEdmondRostand;numberCopiesJeanPierreMelville;numberCopiesOscarWilde;numberCopiesSaintSimon
978-2-02-132708-3;9782021327083;Punir | Texte imprimé | une passion contemporaine | Didier Fassin;Seuil;2017;;;Fassin;Didier;Livre pour adulte;21;;1;1;;1
2-03-505547-4;;Le jazz dans tous ses états | Texte imprimé | histoire, styles, foyers, grandes figures | Franck Bergerot;Larousse;cop. 2005;;;Bergerot;Franck;Livre pour adulte;3;;1;;;
;7321950166077;Excalibur  | Images animées | l'épée magique | Frederik du Chau, réal | Vera Chapman, aut | Kirk DeMicco, William Schifrin, Jacqueline Feather... [et al.], scénario | Patrick Doyle, mus;Warner Home Vidéo [éd.];1999;;;Chau;Frederik du;DVD jeunesse;15;1;;;;
2-7002-2955-X;;L'inconnue de la chambre 313 | Texte imprimé | Geneviève Senger;Rageot;2005;;;Senger;Geneviève;Livre jeunesse;14;;1;;;
2-84405-056-5;;De la religion | Texte imprimé | Dieu est-il immoral? | Mark Twain | trad de l'anglais (États-Unis) par Denise Luccioni | introd. et notes de Robert Chesnais;l'Esprit frappeur;1998;;;Twain;Mark;Livre pour adulte;1;;;;;
2-7096-0789-1;;Mermère | Texte imprimé | Hugo Verlomme;J.-C. Lattès;1989;;;Verlomme;Hugo;Livre pour adulte;1;;;;;
;;Comida | Enregistrement sonore | Marisa Monte, chant;EMI;1988;;;;;Disque compact;1;;;;;
;;Les Double Six rencontrent Quincy Jones | Enregistrement sonore;Open;1991;;;;;Disque compact;4;;;1;;
2-01-235763-6;;A-t-on le droit de défendre Israël ? | Texte imprimé | ce qu'il faut savoir avant de juger | Yves Azéroual;Hachette littératures;2004;;;Azéroual;Yves;Livre pour adulte;1;;;;;
;;The best songs of piano bar | 2 | Multimédia multisupport | arranged and fingered by Marc Bercovitz & Julien Kohler;Emf;2005;;;;;Partition;2;;;;;
85-85426-04-7;;Songbook | 1 | Musique imprimée;Lumiar;1992;;;Gil;Gilberto;Partition;2;;;;;
;;Ticket to Ride | Enregistrement sonore | Vanilla Fudge;éditeur Atlantic;1991;;;;;Disque compact;1;;;;;
978-2-7548-0066-2;9782754800662;Genetiks | 1 | Texte imprimé | récit et storyboard de Richard Marazano | dessin et couleur de Jean-Michel Ponzio;Futuropolis;impr. 2007;Genetiks;1;Marazano;Richard;Bande dessinée pour adulte;4;;1;;;
;3700301001351;Bad lieutenant | Images animées | édition collector | Abel Ferrara, réal., scénario | Zoe Lund, scénario | Joe Delia, comp. | Harvey Keitel, Victor Argo, Paul Calderone... [et al.], act.;"Wild side films [éd.];MGM home entertainment France [distrib.]";[DL 2004];;;;;DVD-vidéo > 16 ans;2;;;;;
2-253-06514-5;;Fondements de la métaphysique des moeurs | Texte imprimé | Emmanuel Kant | trad., notes et postf.... de Victor Delbos | préf. de Monique Castillo;Librairie générale française;1993;;;Kant;Immanuel;Livre pour adulte;10;;;1;;
;;Teddy Wilson and his orchestra 1935-1936 | Enregistrement sonore;Classics Records;1990;;;;;Disque compact;2;;;1;;
;;Hea hoa hoa hea hea hoa | Enregistrement sonore | Feeling B;Distrib. New rose;1990;;;;;Disque compact;1;;;;;
;;Stardom road | Enregistrement sonore | Marc Almond;Fullfill LLC;2007;;;;;Disque compact;1;;;;;
2-7654-0655-3;;Traité pratique d'édition | Texte imprimé | Philippe Schuwer;Éd. du Cercle de la librairie;1997;;;Schuwer;Philippe;Livre pour adulte;1;;;;;
;;Al-dukkân | Texte imprimé | [riwâya] | Jûrj Farshakh;Dâr al-nahâr;1994;;;Farshakh;Georges;Livre en langue étrangère;1;;;;;
;;Korean court music | Enregistrement sonore;Distrib. Dam;1994;;;;;Disque compact;1;;;;;
5-8301-0179-3;;Divertisment | Texte imprimé | romany | Hulio Kortasar;Izd. Amfora;2000;Sobranie socinenii;9;Cortazar;Julio;Livre en langue étrangère;1;;;;;
;;Tubakoustic | Enregistrement sonore | Steckar Tubapack;Distrib. OMD;1990;;;;;Disque compact;1;;;;;
978-2-290-01234-5;9782290012345;L'odyssée de l'espèce | Texte imprimé | Roland C. Wagner;J'ai lu;impr. 2009;Les futurs mystères de Paris;3;Wagner;Roland C.;Livre pour adulte;1;;;;;
;0093624973386;Embryonic | Enregistrement sonore | The Flaming Lips, groupe voc. et instr.;Warner Bros;2009;;;;;Disque compact;11;;1;1;1;
;"0028947632818;028947632818";Neharót | Enregistrement sonore | Betty Olivero, Tigran Mansurian, Eitan Steinberg... [et al.], comp. | Kim Kashkashian, alto | An Raskin, acrdn | An Raskin, acrdn... [et al.];ECM Records;2009;;;;;Disque compact;2;;;;;
;0028947633181;024 capricci | Enregistrement sonore | Niccolò Paganini, comp. | Thomas Zehetmair, vl;"ECM records;[distrib. Universal Mercury]";P 2009;;;Paganini;Niccolo;Disque compact;7;;;1;;
978-2-8161-6183-0;9782816161830;Argentine et Uruguay | Texte imprimé | Sandra Bao, Gregor Clark, Carolyn McCarthy et al. | traduit et augmenté;Lonely planet;2017;;;;;Livre pour adulte;29;;1;1;1;1
;;Grandi operisti per giovani cantanti per mezzosoprano | Musique imprimée | raccolta graduale di arie d'opera di Bellini, Cimadoro, Cimarosa, Donizetti, Paisiello, Salieri, Vaccai, per i primi anni di studio | per mezzosoprano | revisione di Gabriella Ravazzi;Ricordi;1998;;;;;Partition;1;;;;;
978-2-501-11700-5;9782501117005;Le grand guide des prénoms | Texte imprimé | Florence Le Bras;Marabout;2017;;;Le Bras;Florence;Livre pour adulte;17;;1;;;1
978-84-9871-065-6;9788498710656;Cuaderno de animalista | Texte imprimé | Antón Fortes | [illustrations de] Maurizio A. C. Quarello;"OQO ed.;[diff. Vilo]";DL 2008;;;Fortes Torres;Antom;Livre en langue étrangère;1;;;;;
979-10-331-0513-8;9791033105138;Rwanda | Texte imprimé | 2016-2017 | Dominique Auzias & Jean-Paul Labourdette;Nouv. éd. de l'Université;2017;;;Auzias;Dominique;Livre pour adulte;11;;;1;;
2-8040-1544-0;9782804015442;Alain Strument | des ensembles musicaux originaux à la portée de tous | Vincent Van Sull | illustrations de Serge Dehaes;Labor;2001;;;Van Sull;Vincent;Livre de Fonds spécialisés;1;;;;;
;"0710357256028;710357256028";"Mountain songs | Enregistrement sonore | a cycle of american folk music | Eliot Fisk, guit. ; Paula Robinson, fl. | Robert Beaser, comp. ; Charles Ives, comp. ; William Schuman, comp.... [et al.]";Nimbus Records;1986;;;;;Disque compact;1;;;;;
978-2-7621-2775-1;9782762127751;Chansons des quatre saisons | Multimédia multisupport | Henriette Major, Patrice Dubuc | illustrées par Philippe Beha, Marie Lafrance, Luc Melanson... [et al.] | Patrice Dubuc, instr. | Luc Thériault, fl. | Danielle Hébert, basson | Sabin Jacques, acrdn diato., perc. | Gaëtan Gravel, claviers | André Proulx, vl | Julie Leblanc, Catherine Léveillé, Vincent Morel... [et al.], chant | Alexis Lefebvre, voix;Fides;cop. 2008;;;Major;Henriette;Enregistrement musical pour la jeunesse;25;1;1;;;
978-2-36974-147-3;9782369741473;Virgin dog revolution | 2 | Shôhei Sasaki | traduit du japonais par Jérôme Penet;Editions Akata;2016;Virgin dog revolution;2;Sasaki;Shôhei;Bande dessinée pour adulte;2;;;;;
978-2-7578-0345-5;9782757803455;Griffin | Texte imprimé | roman | Irene Radford | traduit de l'anglais (États-Unis) par Anne Howe;Points;DL 2007;Les descendants de Merlin;3;Radford;Irene;Livre pour adulte;3;;;;;
978-2-8116-3136-9;9782811631369;Noragami | 13 | Adachitoka | traduction & adaptation Anne-Sophie Thévenon;Pika;2016;Noragami;13;Adachitoka;;Bande dessinée pour adulte;2;;;;;
2-253-10864-2;9782253108641;À l'est de la vie | Texte imprimé | Brian Aldiss | trad. de l'anglais (Grande-Bretagne) par Serge Quadruppani;Librairie générale française;2005;;;Aldiss;Brian Wilson;Livre pour adulte;2;;1;;;
2-200-34083-4;;Organisation et gestion de l'entreprise | Texte imprimé | P. Charpentier;Nathan;2004;;;Charpentier;Pascal;Livre pour adulte;1;;;;;
978-84-936647-4-9;9788493664749;Speed | Texte imprimé | roman | William Burroughs junior | traduit de l'anglais (États-Unis) par Patrice Carrer;13e note éd.;impr. 2009;;;Burroughs;William Seward;Livre pour adulte;2;;;;;
978-2-330-07261-2;9782330072612;"Imre Kertész | Texte imprimé | ""l'histoire de mes morts"" | essai biographique | Clara Royer";Actes Sud;2017;;;Royer;Clara;Livre pour adulte;18;;;1;;1
;0602527195155;Liebe ist für alle da | Enregistrement sonore | Rammstein, groupe voc. et instr.;"Universal music;[distrib. Universal Mercury]";P 2009;;;;;Disque compact;18;;;1;1;
978-2-36371-181-6;9782363711816;Rabelais, que le roman commence ! | Texte imprimé | Lakis Proguidis;Pierre-Guillaume de Roux;2017;;;Proguidis;Lakis;Livre pour adulte;4;;;;;
;3309450031419;L'Abolition | Images animées | Jean-Daniel Verhaeghe, réal. | Robert Badinter, idée orig. | Alain Godard, scénario | Carolin Petit, comp. | Charles Berling, Alain Fromager, Mathieu Simonet, Laurence Cordier... [et al.], act.;Citel Video [éd.];cop. 2008;;;;;DVD-vidéo tous publics;7;;1;1;;
978-2-8123-1511-4;9782812315114;Ni Dieu ni eux | Texte imprimé | Tignous;Chêne;2017;;;Tignous;;Bande dessinée pour adulte;11;;;1;;1
;886973286791;The best damn tour | Images animées | live in Toronto | Wayne Isham, réal. | Jamie King, chorégr. | Avril Lavigne, chant, guit. [acc. instr.];"Sony BMG music entertainment [éd.];Sony BMG music entertainment France [distrib.]";cop. 2008;;;;;DVD-vidéo tous publics;1;;;;;
978-2-36360-390-6;9782363603906;Histoire du lion Personne | Texte imprimé | Stéphane Audeguy;Feryane;2017;;;Audeguy;Stéphane;Livre en gros caractères;4;;;;;
;"0880242546494;880242546494";Concerto pour piano No 3 | Images animées | Symphonie n?7 | Claudio Abbado | Alfred Brendel, int.;Harmonia Mundi;2005;;;;;DVD-vidéo tous publics;1;;1;;;
978-2-36360-393-7;9782363603937;L'amie prodigieuse | Texte imprimé | enfance, adolescence | roman | Elena Ferrante | traduit de l'italien par Elsa Damien;Feryane Livres en gros caractères;2017;;;Ferrante;Elena;Livre en gros caractères;21;;1;1;1;1
;3700091009124;Chocola & vanilla  | Volume 6, | Episodes 21 à 24 | Images animées | Yukihiro Matsushita, réal | Moyoco Anno, aut | Yasuharu Konishi, comp.;Kaze [éd.];2007;;;;;DVD jeunesse;3;;;;;
978-2-84492-854-2;9782844928542;L'emprise du passé | Texte imprimé | Charlotte Link | traduit de l'allemand par Marion Roman;Libra diffusio;2017;;;Link;Charlotte;Livre en gros caractères;7;;;;;
;3700091009216;Chocola & vanilla  | Volume 11, | Episodes 42 à 46 | Images animées | Yukihiro Matsushita, réal | Moyoco Anno, aut | Yasuharu Konishi, comp.;Kaze [éd.];2007;;;;;DVD jeunesse;3;;;;;
978-2-7459-8161-5;9782745981615;Les sports d'hiver | Texte imprimé | textes d'Audrey Guiller | illustrations de Marie Spénale;Milan;2017;;;Guiller;Audrey;Livre jeunesse;32;1;1;2;1;1
978-2-218-92618-1;9782218926181;Italien | Texte imprimé | les verbes | Lucian Cappelletti;Hatier;DL 2008;;;Cappelletti;Luciano;Livre pour adulte;8;;;;;
978-2-215-10795-8;9782215107958;5 histoires de danseuses;Fleurus;2012;;;;;Livre jeunesse;1;;;;;
978-2-7540-1448-9;9782754014489;Mac OS X Snow Leopard | Texte imprimé | Keith Underdahl;First interactive;DL 2009;;;Underdahl;Keith;Livre pour adulte;6;;;;;
;"0602557269482;602557269482";Ballades au fil du temps | Enregistrement sonore | Pierre Bellemare, chant | Voxane Formosa, chant;Universal Music France;2016;;;Bellemare;Pierre;Disque compact;1;;;;;
;;Metaphor | Enregistrement sonore | P. O'Hearn;Deep Cave;1996;;;O'Hearn;Patrick;Disque compact;1;;;;;
;3700187660581;Many people | Enregistrement sonore | Charlie & the Soap Opera, ens. voc. & instr. | Honky Rémy, interpr. | Matthew Whitaker, interpr. | Chikanele, interpr.;Catso;2015;;;;;Disque compact;2;;;;;
978-2-211-09730-7;9782211097307;Aggie change de vie | Texte imprimé | Malika Ferdjoukh;l'École des loisirs;DL 2009;;;Ferdjoukh;Malika;Livre jeunesse;43;1;1;1;;
"2-87939-252-7;2-87939-249-7";;Art tomorrow | Texte imprimé | Edward Lucie-Smith | [trad. de l'anglais par Alice Boucher];Terrail;2002;;;Lucie-Smith;Edward;Livre pour adulte;9;;;;;
978-2-07-062209-2;9782070622092;Genesis | Texte imprimé | Bernard Beckett | traduit de l'anglais (néo-zélandais) par Laetitia Devaux;Gallimard jeunesse;DL 2009;;;Beckett;Bernard;Livre jeunesse;12;;;1;;
;3760233153177;Simone Veil, destin courage | Images animées | Jean-Marc Gosse, réal.;Rimini Editions [éd.];2017;;;;;DVD-vidéo tous publics;4;;1;;;
978-2-224-03099-5;9782224030995;Le nouveau précis d'esthétique cosmétique, parfumerie | Texte imprimé | préparation aux examens d'État | CAP, BP, Bac Pro | Micheline Hernandez, Marie-Madeleine Mercier-Fresnel;Maloine;2009;;;Hernandez;Micheline;Livre de Fonds spécialisés;1;;;;;
;;Living ornaments '81 | Part one | Enregistrement sonore | Gary Numan, chant [acc. voc. et instr.];"Beggars banquet records;[distrib. Naïve distribution]";P 2013;Gary Numan : 5 albums;;Numan;Gary;Disque compact;1;;;;;
978-2-246-36812-0;9782246368120;Les poilus | Joseph Delteil;Grasset;2008;;;Delteil;Joseph;Livre pour adulte;2;;;;;
978-2-01-397764-7;9782013977647;L'encyclo de la vie sexuelle | 4-6 ans | Isabelle Fougère | illustrations de Coline Citron;Hachette Jeunesse;2016;L'encyclo de la vie sexuelle;;Fougère;Isabelle;Livre jeunesse;4;;;1;;
978-2-266-16758-1;9782266167581;Éloge de la cellulite et autres disgrâces | Texte imprimé | Dominique Dyens;Pocket;impr. 2007;;;Dyens;Dominique;Livre pour adulte;2;;1;;;
978-2-84941-209-1;9782849412091;Paroles d'alliance | Texte imprimé | dialogue entre un pasteur et un rabbin sur la société française | François Clavairoly, Haïm Korsia | préface du cardinal Roger Etchegaray | interview et rédaction des entretiens Thomas Sertillanges;Ed. Nouvelles François Bourin;2010;;;Clavairoly;François;Livre pour adulte;1;;;;;
"978-2-253-11791-9;2-253-11791-9";9782253117919;L'économie du ciel | Jacques Chessex;LGF;2007;;;Chessex;Jacques;Livre pour adulte;2;;;;;
978-2-37408-041-3;9782374080413;Les formes s'amusent... | Silvia Borando | traduit de l'italien par Hélène Rémaud;Little Urban;2016;;;Borando;Silvia;Livre jeunesse;1;;;;;
978-2-02-079834-1;9782020798341;L'aîné des orphelins | roman | Tierno Monénembo;Points;2005;;;Monénembo;Tierno;Livre pour adulte;3;;;;;
;3760014192586;Actus tragicus | Enregistrement sonore | Johann Sebastian Bach, comp. | Lionel Meunier, dir. | Vox Luminis, ens. voc. & instr.;Alpha Classics;2016;;;Bach;Johann Sebastian;Disque compact;8;;1;;;
2-266-14369-7;9782266143691;Commandeur du sucre | Raphaël Confiant | 1;Pocket;2004;Commandeur du sucre;1;Confiant;Raphael;Livre pour adulte;1;;;;;
;"0888751557529;888751557529";My little pony | Enregistrement sonore | it's a pony kind of Christmas | Daniel Ingram, comp.;Sony Music;2016;;;Ingram;Daniel;Enregistrement musical pour la jeunesse;1;;;;;
2-07-042250-X;9782070422500;La belle créole | Texte imprimé | Maryse Condé;Gallimard;2003;;;Condé;Maryse;Livre pour adulte;3;;;;;
;9782353832088;Reflex | Enregistrement sonore | Maud Mayeras | Kriss Goupil, lecteur;CDL Editions;2016;;;Mayeras;Maud;Livre sonore pour adulte;3;;;;;
2-02-049998-3;9782020499989;L'imprécateur | Texte imprimé | roman | René Victor Pilhes;Éd. du Seuil;2002;;;Pilhes;René-Victor;Livre pour adulte;2;;;;;
978-2-09-257124-8;9782092571248;Menace sur la bibliothèque | Texte imprimé | Arnaud Alméras | illustrations de Clément Devaux;Nathan;2017;Super lecture boy;2;Alméras;Arnaud;Livre jeunesse;20;1;1;;;
;;Ständchen | Enregistrement sonore | Werke für Männerstimmen = Works for men's voices | Franz Schubert | Thomas Seyboldt, piano | Schubert Hoch Vier | Karlsruher Hornquartett;Carus;2006;;;Schubert;Franz;Disque compact;6;;;;;1
979-10-204-0297-4;9791020402974;Lascaux, centre international de l'art pariétal | Texte imprimé | le secret des artistes des cavernes | Lascaux 4, les coulisses de l'exploit | [Rafael Pic];Beaux-arts éditions;2017;;;;;Livre pour adulte;19;;1;1;1;1
2-02-044462-3;9782020444620;Anchise | Texte imprimé | roman | Maryline Desbiolles;Éd. du Seuil;2000;;;Desbiolles;Maryline;Livre pour adulte;4;;;;;
;;Young Americans | Enregistrement sonore | David Bowie, chant [acc. instr.];"Warner music;[distrib. Warner music France]";P 2016;Who can I be now ? : 1974-1976;;Bowie;David;Disque compact;1;;;;;
;;Nila | Enregistrement sonore | O. Pene & Super Diamono de Dakar;Mélodie;1994;;;Pène;Omar;Disque compact;2;;;;;
978-2-7530-1119-9;9782753011199;Cendrillon | livre-carrousel;Piccolia;2009;;;;;Livre jeunesse;1;;;;;
"9788857219202;8857219208";9788857219202;Catalogue raisonne? de l'œuvre d'Yves Laloy | Multimédia multisupport | par Suzanne Nouhaud-Duco | pre?face par Serge Lemoine;Skira;DL 2014, cop. 2014;;;Nouhaud-Duco;Suzanne;Livre pour adulte;1;;;;;
;"3344428008062;3344428008147";Niagara  | Images animées | Henry Hathaway, réal | Charles Brackett, Walter Reisch, Richard Breen, scénario | Sol Kaplan, mus | Marilyn Monroe, Joseph Cotten, Jean Peters... [et al.], act;Twentieth Century Fox home entertainment [éd.];2002;;;Hathaway;Henry;DVD-vidéo tous publics;16;;1;1;;
978-2-7538-0485-2;9782753804852;Le mur de Berlin | Texte imprimé | petites et grande histoires | Bernard Brigouleix;Alphée-J.-P. Bertrand;impr. 2009;;;Brigouleix;Bernard;Livre pour adulte;2;;;;;
978-2-262-02960-9;9782262029609;Abd er-Rahman contre Charles Martel | Texte imprimé | la véritable histoire de la bataille de Poitiers | Salah Guemriche;Perrin;impr. 2010;;;Guemriche;Salah;Livre pour adulte;1;;;;;
978-2-7005-0097-4;;Le chinois sans peine | Tome 2 | Multimédia multisupport | Philippe Kantor | ill. de J.L. Goussé;Assimil;impr. 2006;;;Kantor;Philippe;Méthode de langue;7;;;;;
2-86432-393-1;9782864323938;Rocio | Francis Marmande;Verdier;2003;;;Marmande;Francis;Livre pour adulte;1;;;;;
2-02-057176-5;;Le plaisir des formes | Texte imprimé | Centre Roland-Barthes | Julia Kristeva, Christian de Portzamparc, Umberto Eco... [et al.];Éd. du Seuil;2003;;;;;Livre pour adulte;1;;;;;
2-7298-1732-8;9782729817329;Pour l'empire du monde | les Américains aux frontières de la Russie et de la Chine | Pierre Biarnès | préface François Thual;Ellipses;2003;;;Biarnès;Pierre;Livre pour adulte;1;;;;;
2-909034-80-1;9782909034805;Le siège de Paris en 1870 | Texte imprimé | récits de témoins | Jean-François Lecaillon;B. Giovanangeli;impr. 2005;;;Lecaillon;Jean-François;Livre pour adulte;2;;;;;
978-2-35909-052-9;9782359090529;L'aquarium | découverte, installation et entretien | Gireg Allain, Philippe Chevoleau, Marc Maurin, Philippe Royer;Animalia éditions;2014;;;;;Livre jeunesse;2;;;;;
2-7116-0426-8;;Doctrine de la vertu | Texte imprimé | Emmanuel Kant | introd. et trad. par A. Philonenko;J. Vrin;1985;Métaphysique des mœurs;2;Kant;Immanuel;Livre pour adulte;1;;;1;;
2-7071-1222-4;;"Douze femmes à Prague | Texte imprimé | [témoignages recueillis et présentés par] Eva Kanturkova ; traduit du tchèque par Catherine Fournier";F. Maspero;1981;;;;;Livre pour adulte;1;;;;;
2-904057-45-5;;Theo Van Doesburg | Texte imprimé | sous la dir. de Serge Lemoine;P. Sers;1990;;;;;Livre pour adulte;1;;;1;;
;;Traditionnels antillais | Musique imprimée | pour instruments en ut, Bb et Eb avec accompagnement piano;P. Beck;1994;;;;;Partition;1;;;;;
